,id,taxon,Kingdom,Phylum,Class,Order,Family,Genus,Species
Otu12978,Otu12978,k__Bacteria; p__Chloroflexi; c__Anaerolineae; o__CFB-26; f__; g__; s__,k__Bacteria,p__Chloroflexi,c__Anaerolineae,o__CFB-26,f__,g__,s__
Otu17482,Otu17482,k__Bacteria; p__OD1; c__ZB2; o__; f__; g__; s__,k__Bacteria,p__OD1,c__ZB2,o__,f__,g__,s__
Otu12483,Otu12483,k__Bacteria; p__Planctomycetes; c__C6; o__MVS-107; f__; g__; s__,k__Bacteria,p__Planctomycetes,c__C6,o__MVS-107,f__,g__,s__
Otu10701,Otu10701,k__Bacteria; p__OP3; c__koll11; o__GIF10; f__kpj58rc; g__; s__,k__Bacteria,p__OP3,c__koll11,o__GIF10,f__kpj58rc,g__,s__
Otu15368,Otu15368,k__Bacteria; p__Tenericutes; c__Mollicutes; o__Anaeroplasmatales; f__Anaeroplasmataceae; g__Asteroleplasma; s__,k__Bacteria,p__Tenericutes,c__Mollicutes,o__Anaeroplasmatales,f__Anaeroplasmataceae,g__Asteroleplasma,s__
Otu12553,Otu12553,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__; g__; s__,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__,g__,s__
Otu6008,Otu6008,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Chromatiales; f__; g__; s__,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Chromatiales,f__,g__,s__
Otu12232,Otu12232,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__Haliangiaceae; g__; s__,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__Haliangiaceae,g__,s__
Otu8542,Otu8542,k__Bacteria; p__Chloroflexi; c__Anaerolineae; o__CFB-26; f__; g__; s__,k__Bacteria,p__Chloroflexi,c__Anaerolineae,o__CFB-26,f__,g__,s__
Otu13199,Otu13199,k__Archaea; p__[Parvarchaeota]; c__[Parvarchaea]; o__WCHD3-30; f__; g__; s__,k__Archaea,p__[Parvarchaeota],c__[Parvarchaea],o__WCHD3-30,f__,g__,s__
Otu13906,Otu13906,k__Bacteria; p__Tenericutes; c__Mollicutes; o__Anaeroplasmatales; f__Anaeroplasmataceae; g__Asteroleplasma; s__,k__Bacteria,p__Tenericutes,c__Mollicutes,o__Anaeroplasmatales,f__Anaeroplasmataceae,g__Asteroleplasma,s__
Otu9390,Otu9390,k__Bacteria; p__BRC1; c__PRR-11; o__; f__; g__; s__,k__Bacteria,p__BRC1,c__PRR-11,o__,f__,g__,s__
Otu13830,Otu13830,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Syntrophobacterales; f__Syntrophaceae; g__; s__,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Syntrophobacterales,f__Syntrophaceae,g__,s__
Otu14774,Otu14774,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae; g__; s__,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__Rhodospirillaceae,g__,s__
Otu12946,Otu12946,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Bdellovibrionales; f__Bacteriovoracaceae; g__; s__,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Bdellovibrionales,f__Bacteriovoracaceae,g__,s__
Otu9219,Otu9219,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Spirobacillales; f__; g__; s__,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Spirobacillales,f__,g__,s__
Otu12708,Otu12708,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Bdellovibrionales; f__Bdellovibrionaceae; g__Bdellovibrio; s__,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Bdellovibrionales,f__Bdellovibrionaceae,g__Bdellovibrio,s__
Otu13127,Otu13127,k__Bacteria; p__Cyanobacteria; c__ML635J-21; o__; f__; g__; s__,k__Bacteria,p__Cyanobacteria,c__ML635J-21,o__,f__,g__,s__
Otu15427,Otu15427,k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Gemmataceae; g__Gemmata; s__,k__Bacteria,p__Planctomycetes,c__Planctomycetia,o__Gemmatales,f__Gemmataceae,g__Gemmata,s__
Otu13903,Otu13903,k__Archaea; p__[Parvarchaeota]; c__[Parvarchaea]; o__WCHD3-30; f__; g__; s__,k__Archaea,p__[Parvarchaeota],c__[Parvarchaea],o__WCHD3-30,f__,g__,s__
Otu13133,Otu13133,k__Bacteria; p__OP3; c__koll11; o__; f__; g__; s__,k__Bacteria,p__OP3,c__koll11,o__,f__,g__,s__
Otu14587,Otu14587,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__; s__,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__,s__
Otu18231,Otu18231,k__Bacteria; p__Chlamydiae; c__Chlamydiia; o__Chlamydiales; f__Rhabdochlamydiaceae; g__Candidatus Rhabdochlamydia; s__,k__Bacteria,p__Chlamydiae,c__Chlamydiia,o__Chlamydiales,f__Rhabdochlamydiaceae,g__CandidatusRhabdochlamydia,s__
Otu14779,Otu14779,k__Bacteria; p__GN02; c__GKS2-174; o__; f__; g__; s__,k__Bacteria,p__GN02,c__GKS2-174,o__,f__,g__,s__
Otu13167,Otu13167,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__; g__; s__,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Legionellales,f__,g__,s__
Otu12201,Otu12201,k__Bacteria; p__Planctomycetes; c__OM190; o__agg27; f__; g__; s__,k__Bacteria,p__Planctomycetes,c__OM190,o__agg27,f__,g__,s__
Otu6786,Otu6786,k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__Sediminibacterium; s__,k__Bacteria,p__Bacteroidetes,c__[Saprospirae],o__[Saprospirales],f__Chitinophagaceae,g__Sediminibacterium,s__
Otu9484,Otu9484,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__; s__,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae,g__,s__
Otu16829,Otu16829,k__Bacteria; p__Elusimicrobia; c__Elusimicrobia; o__Elusimicrobiales; f__; g__; s__,k__Bacteria,p__Elusimicrobia,c__Elusimicrobia,o__Elusimicrobiales,f__,g__,s__
Otu6635,Otu6635,k__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes; o__Ellin5290; f__; g__; s__,k__Bacteria,p__Gemmatimonadetes,c__Gemmatimonadetes,o__Ellin5290,f__,g__,s__
Otu13096,Otu13096,k__Bacteria; p__OP3; c__PBS-25; o__; f__; g__; s__,k__Bacteria,p__OP3,c__PBS-25,o__,f__,g__,s__
Otu15877,Otu15877,k__Bacteria; p__Planctomycetes; c__028H05-P-BN-P5; o__; f__; g__; s__,k__Bacteria,p__Planctomycetes,c__028H05-P-BN-P5,o__,f__,g__,s__
Otu9025,Otu9025,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae; g__; s__,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__Rhodospirillaceae,g__,s__
Otu15576,Otu15576,k__Bacteria; p__OP3; c__koll11; o__; f__; g__; s__,k__Bacteria,p__OP3,c__koll11,o__,f__,g__,s__
Otu15371,Otu15371,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Holosporaceae; g__; s__,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rickettsiales,f__Holosporaceae,g__,s__
Otu14810,Otu14810,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__Cystobacterineae; g__; s__,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__Cystobacterineae,g__,s__
Otu16294,Otu16294,k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Gemmataceae; g__; s__,k__Bacteria,p__Planctomycetes,c__Planctomycetia,o__Gemmatales,f__Gemmataceae,g__,s__
Otu9119,Otu9119,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Bdellovibrionales; f__Bacteriovoracaceae; g__; s__,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Bdellovibrionales,f__Bacteriovoracaceae,g__,s__
Otu12578,Otu12578,k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Saprospiraceae; g__; s__,k__Bacteria,p__Bacteroidetes,c__[Saprospirae],o__[Saprospirales],f__Saprospiraceae,g__,s__
Otu15378,Otu15378,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__; f__; g__; s__,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__,f__,g__,s__
Otu12750,Otu12750,k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__; s__,k__Bacteria,p__Bacteroidetes,c__[Saprospirae],o__[Saprospirales],f__Chitinophagaceae,g__,s__
Otu5173,Otu5173,k__Bacteria; p__Verrucomicrobia; c__[Pedosphaerae]; o__[Pedosphaerales]; f__; g__; s__,k__Bacteria,p__Verrucomicrobia,c__[Pedosphaerae],o__[Pedosphaerales],f__,g__,s__
Otu12471,Otu12471,k__Bacteria; p__TM6; c__SJA-4; o__; f__; g__; s__,k__Bacteria,p__TM6,c__SJA-4,o__,f__,g__,s__
Otu9509,Otu9509,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__; g__; s__,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__,g__,s__
Otu12230,Otu12230,k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__; s__,k__Bacteria,p__Bacteroidetes,c__[Saprospirae],o__[Saprospirales],f__Chitinophagaceae,g__,s__
Otu11038,Otu11038,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__Coxiellaceae; g__; s__,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Legionellales,f__Coxiellaceae,g__,s__
Otu12404,Otu12404,k__Bacteria; p__TM6; c__SJA-4; o__; f__; g__; s__,k__Bacteria,p__TM6,c__SJA-4,o__,f__,g__,s__
Otu16172,Otu16172,k__Bacteria; p__Cyanobacteria; c__4C0d-2; o__SM1D11; f__; g__; s__,k__Bacteria,p__Cyanobacteria,c__4C0d-2,o__SM1D11,f__,g__,s__
Otu15885,Otu15885,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__0319-6G20; g__; s__,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__0319-6G20,g__,s__
Otu16286,Otu16286,k__Bacteria; p__OD1; c__ZB2; o__; f__; g__; s__,k__Bacteria,p__OD1,c__ZB2,o__,f__,g__,s__
Otu9378,Otu9378,k__Bacteria; p__Acidobacteria; c__Solibacteres; o__Solibacterales; f__; g__; s__,k__Bacteria,p__Acidobacteria,c__Solibacteres,o__Solibacterales,f__,g__,s__
Otu17543,Otu17543,k__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes; o__C114; f__; g__; s__,k__Bacteria,p__Gemmatimonadetes,c__Gemmatimonadetes,o__C114,f__,g__,s__
Otu17217,Otu17217,k__Bacteria; p__ZB3; c__BS119; o__; f__; g__; s__,k__Bacteria,p__ZB3,c__BS119,o__,f__,g__,s__
Otu12077,Otu12077,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Bdellovibrionales; f__Bdellovibrionaceae; g__Bdellovibrio; s__,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Bdellovibrionales,f__Bdellovibrionaceae,g__Bdellovibrio,s__
Otu15445,Otu15445,k__Bacteria; p__Gemmatimonadetes; c__Gemm-5; o__; f__; g__; s__,k__Bacteria,p__Gemmatimonadetes,c__Gemm-5,o__,f__,g__,s__
Otu17252,Otu17252,k__Bacteria; p__OD1; c__ZB2; o__; f__; g__; s__,k__Bacteria,p__OD1,c__ZB2,o__,f__,g__,s__
Otu16404,Otu16404,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium; s__,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Clostridium,s__
Otu4298,Otu4298,k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae,k__Bacteria,p__Bacteroidetes,c__Cytophagia,o__Cytophagales,f__Cytophagaceae,NA,NA
Otu11765,Otu11765,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__; f__; g__; s__,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__,f__,g__,s__
Otu10564,Otu10564,k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__Adhaeribacter; s__,k__Bacteria,p__Bacteroidetes,c__Cytophagia,o__Cytophagales,f__Cytophagaceae,g__Adhaeribacter,s__
Otu5243,Otu5243,k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__; s__,k__Bacteria,p__Bacteroidetes,c__[Saprospirae],o__[Saprospirales],f__Chitinophagaceae,g__,s__
Otu10988,Otu10988,k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__; g__; s__,k__Bacteria,p__Bacteroidetes,c__Sphingobacteriia,o__Sphingobacteriales,f__,g__,s__
Otu14766,Otu14766,k__Bacteria; p__Chloroflexi; c__S085; o__; f__; g__; s__,k__Bacteria,p__Chloroflexi,c__S085,o__,f__,g__,s__
Otu11483,Otu11483,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__; f__; g__; s__,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__,f__,g__,s__
Otu12228,Otu12228,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__; g__; s__,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Legionellales,f__,g__,s__
Otu2173,Otu2173,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__Cystobacterineae; g__; s__,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__Cystobacterineae,g__,s__
Otu13768,Otu13768,k__Bacteria; p__Elusimicrobia; c__Elusimicrobia; o__MVP-88; f__; g__; s__,k__Bacteria,p__Elusimicrobia,c__Elusimicrobia,o__MVP-88,f__,g__,s__
Otu8897,Otu8897,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__BD7-3; f__; g__; s__,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__BD7-3,f__,g__,s__
Otu13000,Otu13000,k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__iii1-15; f__RB40; g__; s__,k__Bacteria,p__Acidobacteria,c__Acidobacteria-6,o__iii1-15,f__RB40,g__,s__
Otu13801,Otu13801,k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Cryomorphaceae; g__Fluviicola; s__,k__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Cryomorphaceae,g__Fluviicola,s__
Otu12972,Otu12972,k__Bacteria; p__Spirochaetes; c__[Leptospirae]; o__[Leptospirales]; f__Leptospiraceae; g__Turneriella; s__,k__Bacteria,p__Spirochaetes,c__[Leptospirae],o__[Leptospirales],f__Leptospiraceae,g__Turneriella,s__
Otu9022,Otu9022,k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__mle1-8; f__; g__; s__,k__Bacteria,p__Planctomycetes,c__Phycisphaerae,o__mle1-8,f__,g__,s__
Otu16180,Otu16180,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Thiotrichales; f__Piscirickettsiaceae; g__; s__,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Thiotrichales,f__Piscirickettsiaceae,g__,s__
Otu13853,Otu13853,k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__; g__; s__,k__Bacteria,p__Bacteroidetes,c__Sphingobacteriia,o__Sphingobacteriales,f__,g__,s__
Otu8342,Otu8342,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__Coxiellaceae; g__; s__,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Legionellales,f__Coxiellaceae,g__,s__
Otu12211,Otu12211,k__Bacteria; p__TM6; c__SJA-4; o__; f__; g__; s__,k__Bacteria,p__TM6,c__SJA-4,o__,f__,g__,s__
Otu16271,Otu16271,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__; g__; s__,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__,g__,s__
Otu8298,Otu8298,k__Bacteria; p__OD1; c__ZB2; o__; f__; g__; s__,k__Bacteria,p__OD1,c__ZB2,o__,f__,g__,s__
Otu11448,Otu11448,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__mitochondria,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rickettsiales,f__mitochondria,NA,NA
Otu17189,Otu17189,k__Bacteria; p__BRC1; c__PRR-11; o__; f__; g__; s__,k__Bacteria,p__BRC1,c__PRR-11,o__,f__,g__,s__
Otu11457,Otu11457,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__Legionellaceae,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Legionellales,f__Legionellaceae,NA,NA
Otu16170,Otu16170,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__; s__,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae,g__,s__
Otu5972,Otu5972,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae; g__; s__,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__Acetobacteraceae,g__,s__
Otu10126,Otu10126,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Bdellovibrionales; f__Bdellovibrionaceae; g__Bdellovibrio; s__,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Bdellovibrionales,f__Bdellovibrionaceae,g__Bdellovibrio,s__
Otu8705,Otu8705,k__Bacteria; p__Planctomycetes; c__C6; o__d113; f__; g__; s__,k__Bacteria,p__Planctomycetes,c__C6,o__d113,f__,g__,s__
Otu17687,Otu17687,k__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes; o__KD8-87; f__; g__; s__,k__Bacteria,p__Gemmatimonadetes,c__Gemmatimonadetes,o__KD8-87,f__,g__,s__
Otu16151,Otu16151,k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__EB1017; g__; s__,k__Bacteria,p__Actinobacteria,c__Acidimicrobiia,o__Acidimicrobiales,f__EB1017,g__,s__
Otu16153,Otu16153,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__BD7-3; f__; g__; s__,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__BD7-3,f__,g__,s__
Otu13009,Otu13009,k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__Phycisphaerales; f__; g__; s__,k__Bacteria,p__Planctomycetes,c__Phycisphaerae,o__Phycisphaerales,f__,g__,s__
Otu12462,Otu12462,k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__; g__; s__,k__Bacteria,p__Actinobacteria,c__Acidimicrobiia,o__Acidimicrobiales,f__,g__,s__
Otu16186,Otu16186,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__; f__; g__; s__,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__,f__,g__,s__
Otu11371,Otu11371,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__Coxiellaceae; g__; s__,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Legionellales,f__Coxiellaceae,g__,s__
Otu7812,Otu7812,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__Coxiellaceae; g__; s__,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Legionellales,f__Coxiellaceae,g__,s__
Otu14886,Otu14886,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__; f__; g__; s__,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__,f__,g__,s__
Otu11611,Otu11611,k__Bacteria; p__TM7; c__SC3; o__; f__; g__; s__,k__Bacteria,p__TM7,c__SC3,o__,f__,g__,s__
Otu11165,Otu11165,k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__; g__; s__,k__Bacteria,p__Actinobacteria,c__Acidimicrobiia,o__Acidimicrobiales,f__,g__,s__
Otu13020,Otu13020,k__Bacteria; p__Acidobacteria; c__Solibacteres; o__Solibacterales; f__; g__; s__,k__Bacteria,p__Acidobacteria,c__Solibacteres,o__Solibacterales,f__,g__,s__
Otu5405,Otu5405,k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__AKIW874; g__; s__,k__Bacteria,p__Actinobacteria,c__Acidimicrobiia,o__Acidimicrobiales,f__AKIW874,g__,s__
Otu14594,Otu14594,k__Bacteria; p__TM7; c__TM7-1; o__; f__; g__; s__,k__Bacteria,p__TM7,c__TM7-1,o__,f__,g__,s__
Otu16052,Otu16052,k__Bacteria; p__Verrucomicrobia; c__Verruco-5; o__LD1-PB3; f__; g__; s__,k__Bacteria,p__Verrucomicrobia,c__Verruco-5,o__LD1-PB3,f__,g__,s__
Otu10711,Otu10711,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__; g__; s__,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Legionellales,f__,g__,s__
Otu7226,Otu7226,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,NA,NA,NA
Otu9221,Otu9221,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae; g__; s__,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__Acetobacteraceae,g__,s__
Otu17716,Otu17716,k__Bacteria; p__Verrucomicrobia; c__[Pedosphaerae]; o__[Pedosphaerales]; f__; g__; s__,k__Bacteria,p__Verrucomicrobia,c__[Pedosphaerae],o__[Pedosphaerales],f__,g__,s__
Otu12402,Otu12402,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__Cystobacterineae; g__; s__,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__Cystobacterineae,g__,s__
Otu9225,Otu9225,k__Bacteria; p__WS3; c__PRR-12; o__Sediment-1; f__PRR-10; g__; s__,k__Bacteria,p__WS3,c__PRR-12,o__Sediment-1,f__PRR-10,g__,s__
Otu18154,Otu18154,k__Bacteria; p__OD1; c__ZB2; o__; f__; g__; s__,k__Bacteria,p__OD1,c__ZB2,o__,f__,g__,s__
Otu7170,Otu7170,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Sinobacteraceae; g__; s__,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Sinobacteraceae,g__,s__
Otu13636,Otu13636,k__Bacteria; p__WS3; c__PRR-12; o__Sediment-1; f__PRR-10; g__; s__,k__Bacteria,p__WS3,c__PRR-12,o__Sediment-1,f__PRR-10,g__,s__
Otu12454,Otu12454,k__Bacteria; p__Armatimonadetes; c__[Fimbriimonadia]; o__[Fimbriimonadales]; f__[Fimbriimonadaceae]; g__Fimbriimonas; s__,k__Bacteria,p__Armatimonadetes,c__[Fimbriimonadia],o__[Fimbriimonadales],f__[Fimbriimonadaceae],g__Fimbriimonas,s__
Otu10865,Otu10865,k__Bacteria; p__Armatimonadetes; c__[Fimbriimonadia]; o__[Fimbriimonadales]; f__[Fimbriimonadaceae]; g__Fimbriimonas; s__,k__Bacteria,p__Armatimonadetes,c__[Fimbriimonadia],o__[Fimbriimonadales],f__[Fimbriimonadaceae],g__Fimbriimonas,s__
Otu11416,Otu11416,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae; g__; s__,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__Acetobacteraceae,g__,s__
Otu12345,Otu12345,k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__; g__; s__,k__Bacteria,p__Actinobacteria,c__Thermoleophilia,o__Solirubrobacterales,f__,g__,s__
Otu9473,Otu9473,k__Bacteria; p__Chloroflexi; c__Anaerolineae; o__SBR1031; f__A4b; g__; s__,k__Bacteria,p__Chloroflexi,c__Anaerolineae,o__SBR1031,f__A4b,g__,s__
Otu12585,Otu12585,k__Bacteria; p__Chloroflexi; c__Ellin6529; o__; f__; g__; s__,k__Bacteria,p__Chloroflexi,c__Ellin6529,o__,f__,g__,s__
Otu11266,Otu11266,k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__Flavihumibacter; s__,k__Bacteria,p__Bacteroidetes,c__[Saprospirae],o__[Saprospirales],f__Chitinophagaceae,g__Flavihumibacter,s__
Otu12085,Otu12085,k__Bacteria; p__OD1; c__ZB2; o__; f__; g__; s__,k__Bacteria,p__OD1,c__ZB2,o__,f__,g__,s__
Otu12293,Otu12293,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__; s__,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rickettsiales,f__Rickettsiaceae,g__,s__
Otu14838,Otu14838,k__Bacteria; p__TM6; c__SJA-4; o__; f__; g__; s__,k__Bacteria,p__TM6,c__SJA-4,o__,f__,g__,s__
Otu12338,Otu12338,k__Bacteria; p__TM6,k__Bacteria,p__TM6,NA,NA,NA,NA,NA
Otu12119,Otu12119,k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Planctomycetales; f__Planctomycetaceae; g__Planctomyces; s__,k__Bacteria,p__Planctomycetes,c__Planctomycetia,o__Planctomycetales,f__Planctomycetaceae,g__Planctomyces,s__
Otu9661,Otu9661,k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Cryomorphaceae; g__; s__,k__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Cryomorphaceae,g__,s__
Otu14840,Otu14840,k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Gemmataceae; g__; s__,k__Bacteria,p__Planctomycetes,c__Planctomycetia,o__Gemmatales,f__Gemmataceae,g__,s__
Otu11225,Otu11225,k__Bacteria; p__Gemmatimonadetes; c__Gemm-3; o__; f__; g__; s__,k__Bacteria,p__Gemmatimonadetes,c__Gemm-3,o__,f__,g__,s__
